prompt_index,prompt,word_count,content_word_count,comma_count,object_count,attribute_count,relation_count,spatial_relation_count,action_count,style_constraint_count,text_rendering_flag,scene_density_score,rare_concept_score,lexical_complexity_score,rule_complexity_score,reference_steps,reference_clip_score,clip_tolerance,clip_threshold,minimal_sufficient_steps,minimal_clip_score,minimal_clip_delta_vs_fixed20,minimal_elapsed_seconds,fixed20_elapsed_seconds,time_saving_seconds_vs_fixed20,quality_constraint_satisfied,clip_score_s8,elapsed_seconds_s8,clip_score_s12,elapsed_seconds_s12,clip_score_s16,elapsed_seconds_s16,clip_score_s20,elapsed_seconds_s20,clip_score_s24,elapsed_seconds_s24,clip_score_s28,elapsed_seconds_s28
11,"A robot chef cooks pasta in a modern kitchen, steam rising from the pan, stainless tools hanging nearby, warm cinematic lighting, and a curious child watching from the doorway quietly.",30,21,4,3,3,4,0,4,1,0,0.5555555555555556,0.0,0.5733333333333334,0.47288888888888886,20,39.259523153305054,0.2,39.05952315330505,8,40.530937910079956,1.2714147567749023,0.6030973000015365,3.5475947999948403,2.944497499993304,True,40.530937910079956,0.6030973000015365,39.70909118652344,0.791195499994501,39.85994756221771,0.9715620000060881,39.259523153305054,3.5475947999948403,39.28857445716858,1.5595790000006673,39.036303758621216,1.434128699998837
12,"A cozy bedroom glows with warm sunset light through a large window, with folded blankets, potted plants, framed photos, and a small desk ready for reading beside tea and pencils.",30,21,4,2,4,2,1,1,0,0,0.3333333333333333,0.0,0.5733333333333334,0.33399999999999996,20,39.2966628074646,0.2,39.0966628074646,12,39.31732773780823,0.02066493034362793,0.7244953999979771,1.148482700002205,0.423987300004228,True,38.065046072006226,0.5454733000005945,39.31732773780823,0.7244953999979771,39.43970203399658,0.917492399996263,39.2966628074646,1.148482700002205,39.070695638656616,1.2567969000010635,38.90652060508728,2.9636737999971956
13,"A futuristic train station has glass walls, hovering signs, morning sunlight, travelers waiting on silver benches, and a sleek maglev train arriving beside platform seven with soft blue interior lights.",30,24,4,2,5,4,1,3,0,0,0.4722222222222222,0.25,0.5822222222222222,0.4343333333333333,20,31.917190551757812,0.2,31.717190551757813,8,33.495813608169556,1.5786230564117432,0.5526822000028915,1.048433500000101,0.49575129999720957,True,33.495813608169556,0.5526822000028915,32.82358646392822,0.7194938999964506,32.25564360618591,0.8946546000006492,31.917190551757812,1.048433500000101,32.17057287693024,1.3649313999994774,32.14269280433655,1.6011014999967301
14,"A young astronaut plants a flag on a colorful alien planet, while crystal rocks, purple grass, two moons, and a tiny rover fill the background under pale green evening clouds.",30,21,4,4,5,1,1,0,0,0,0.4166666666666667,0.5,0.5733333333333334,0.3548333333333334,20,37.64099478721619,0.2,37.440994787216184,8,38.57067823410034,0.9296834468841553,0.543645400000969,1.1037532999980613,0.5601078999970923,True,38.57067823410034,0.543645400000969,37.625330686569214,0.7170934000023408,37.64861822128296,0.8673167000015383,37.64099478721619,1.1037532999980613,37.739986181259155,1.355483399995137,37.6192569732666,1.7488058999952045
15,"A vintage camera rests on a wooden desk surrounded by travel postcards, brass coins, a notebook, warm lamplight, and an open map of Europe beside a half packed canvas bag.",30,21,4,5,4,1,1,0,0,0,0.4444444444444444,0.0,0.5733333333333334,0.3367777777777778,20,37.61093616485596,0.2,37.410936164855954,16,37.99784183502197,0.3869056701660156,1.8011023999933968,2.333714799999143,0.5326124000057462,True,36.46991848945618,1.0648351999989245,36.94629669189453,1.3625618000005488,37.99784183502197,1.8011023999933968,37.61093616485596,2.333714799999143,37.87077069282532,2.794007299999066,37.69906759262085,2.528226199996425
16,"A small cafe corner holds leafy plants, stacked books, a blue armchair, soft afternoon light, and a steaming cup of coffee beside a handwritten menu on the narrow wooden table.",30,22,4,3,7,2,1,1,0,0,0.4722222222222222,0.125,0.5777777777777777,0.37652777777777774,20,38.59372138977051,0.2,38.393721389770505,8,39.123475551605225,0.5297541618347168,1.018745699999272,2.2605591000028653,1.2418134000035934,True,39.123475551605225,1.018745699999272,39.242276549339294,1.5202788000024157,38.46135139465332,1.9779141000035452,38.59372138977051,2.2605591000028653,39.08655643463135,3.2741901999979746,39.124080538749695,2.636191300000064
17,"A watercolor painting shows a mountain village beside a river, with stone bridges, red roofs, distant mist, pine trees, and tiny people walking home under a pale evening sky together.",30,23,5,2,4,3,2,1,1,0,0.4722222222222222,0.0,0.5822222222222222,0.43016666666666664,20,35.388925671577454,0.2,35.18892567157745,12,36.35006546974182,0.9611397981643677,1.5055406000028597,2.030274000004283,0.5247334000014234,True,31.73312246799469,1.361628099999507,36.35006546974182,1.5055406000028597,36.64479851722717,2.9404708000001847,35.388925671577454,2.030274000004283,35.11953353881836,2.079533000003721,36.017200350761414,2.4297251000025426
18,"A fantasy library rises around a spiral staircase, with floating candles, glowing books, brass ladders, velvet chairs, and a cat sleeping beneath the desk near a blue magical globe quietly.",30,22,5,5,4,3,2,1,1,0,0.6388888888888888,0.0,0.5777777777777777,0.47027777777777774,20,38.57991695404053,0.2,38.379916954040525,12,38.56510818004608,-0.0148087739944458,1.3375887000001967,1.7329608000000007,0.39537209999980405,True,37.66308128833771,1.0630282000056468,38.56510818004608,1.3375887000001967,38.41563165187836,1.4869218000021647,38.57991695404053,1.7329608000000007,38.55434060096741,1.849550500002806,38.205164670944214,2.008521399999154
19,"A rainy city street reflects shop windows and traffic lights, while pedestrians carry umbrellas past bicycles, food stalls, neon signs, and puddles glowing orange under a dark cinematic evening sky.",30,23,4,1,4,2,1,1,2,0,0.4444444444444444,0.125,0.5822222222222222,0.4378055555555555,20,35.823506116867065,0.2,35.62350611686706,20,35.823506116867065,0.0,2.305950500005565,2.305950500005565,0.0,True,35.03952622413635,0.9069721999985632,34.736567735672,1.2753080999973463,35.11050343513489,1.7102460999958566,35.823506116867065,2.305950500005565,35.66322326660156,2.139910500001861,35.83264350891113,1.5741310000012163
20,"A wooden cabin sits in a snowy forest, smoke rising from the chimney, warm windows glowing, pine branches bending, and footprints crossing the yard toward a small frozen pond nearby.",30,21,4,1,5,2,0,2,0,0,0.3055555555555556,0.0,0.5733333333333334,0.32705555555555554,20,32.029274106025696,0.2,31.829274106025697,12,32.646557688713074,0.6172835826873779,0.7263291999988724,2.399385999997321,1.6730567999984487,True,31.099337339401245,0.5706601999991108,32.646557688713074,0.7263291999988724,31.856238842010498,1.555919399994309,32.029274106025696,2.399385999997321,32.15527832508087,1.2679704999973183,32.078817486763,1.477660399999877
21,"A small robot holds a red umbrella beside a striped cat in front of a rainy bookstore, while the window sign says SANA, puddles reflect yellow lamps, two bicycles lean nearby, and a delivery drone hovers above the narrow street as shoppers wait under awnings during a gentle evening storm.",50,36,4,7,6,7,4,3,0,1,0.9444444444444444,0.5,0.9600000000000001,0.8471111111111111,20,39.4730806350708,0.2,39.2730806350708,8,39.402419328689575,-0.07066130638122559,0.5793870999987121,1.090300500000012,0.5109134000013,True,39.402419328689575,0.5793870999987121,39.07203674316406,0.7237286000017775,39.23727869987488,0.914715700004308,39.4730806350708,1.090300500000012,39.119952917099,1.327628500002902,39.4115149974823,1.4143330000006245
22,"A cyberpunk street market glows at midnight with crowded food stalls, neon kanji signs, rain reflections, masked shoppers, steam vents, hovering taxis, and a musician playing beside a noodle cart, while a child points at a holographic dragon above the wet plaza near a flickering red vending machine tonight outside.",50,37,7,4,5,6,3,3,3,0,0.9444444444444444,1.0,0.9644444444444444,0.8736666666666667,20,37.343329191207886,0.2,37.14332919120788,16,37.290582060813904,-0.052747130393981934,0.9244073000008939,1.0474929999982123,0.12308569999731844,True,36.69074773788452,0.5524804000015138,36.94216310977936,0.7455239999981131,37.290582060813904,0.9244073000008939,37.343329191207886,1.0474929999982123,37.407854199409485,1.2752659000034328,37.45189607143402,1.4298160999969696
23,"A medieval wizard teaches three students inside a crowded library, with glowing books floating above an oak table, candles dripping wax, a raven watching from a shelf, maps pinned to stone walls, and a silver telescope aimed at moonlight through the tall arched window behind a stack of scrolls tonight.",50,34,5,6,4,4,3,1,1,0,0.75,0.25,0.9511111111111111,0.6662222222222222,20,34.762245416641235,0.2,34.56224541664123,8,35.977596044540405,1.21535062789917,0.5576151999994181,1.0956564000007347,0.5380412000013166,True,35.977596044540405,0.5576151999994181,35.25715172290802,0.715270499997132,34.27625000476837,0.9309596999955829,34.762245416641235,1.0956564000007347,34.41118001937866,1.2645611000043573,35.350608825683594,1.3924155999993673
24,"A busy spaceport spreads beneath an orange sky, where two astronauts repair a rover beside a cargo ship, engineers carry tools, fuel pipes cross the landing pad, warning lights blink, and tourists photograph distant planets from behind glass while security robots guide them toward a silver observation balcony above calmly.",50,39,5,3,5,7,4,3,0,0,0.6944444444444444,0.625,0.9733333333333334,0.6955277777777779,20,31.89433515071869,0.2,31.69433515071869,8,34.11867916584015,2.22434401512146,0.5468708999978844,1.0860895000005257,0.5392186000026413,True,34.11867916584015,0.5468708999978844,34.37241613864899,0.7643595000045025,31.951743364334106,0.9211427999980515,31.89433515071869,1.0860895000005257,32.26439356803894,1.220025099995837,32.254016399383545,1.4887100999985705
25,"A family picnic fills a sunny park, where a child flies a kite, a dog sleeps beneath the table, balloons drift near a fountain, grandparents pour lemonade, sandwiches sit in baskets, and clouds cast soft shadows across the grass while birds circle above a blanket covered with fresh strawberries nearby.",50,35,6,7,3,8,4,4,0,0,0.9166666666666666,0.25,0.9555555555555556,0.726111111111111,20,38.267889618873596,0.2,38.06788961887359,8,38.85919451713562,0.5913048982620239,1.077221700004884,1.4168619999982184,0.33964029999333434,True,38.85919451713562,1.077221700004884,37.985095381736755,2.642024399996444,38.18344175815582,2.4331713000065065,38.267889618873596,1.4168619999982184,37.57760524749756,2.3806822000042303,37.76280879974365,3.297785200004
26,"A steampunk workshop contains brass gears, glass tubes, a robot bird, a chalkboard that says PCAS, copper lamps, scattered blueprints, and an inventor tightening a valve while sparks fly from a half built clockwork engine beside shelves packed with lenses springs tools and polished wooden boxes under smoky golden light.",50,38,6,6,5,4,2,2,2,1,0.8611111111111112,0.25,0.9688888888888889,0.8335555555555554,20,35.63351631164551,0.2,35.433516311645505,8,35.51996946334839,-0.11354684829711914,1.0701712000009138,2.1769621999992523,1.1067909999983385,True,35.51996946334839,1.0701712000009138,36.1525297164917,1.4127370999995037,35.181695222854614,2.010477899995749,35.63351631164551,2.1769621999992523,36.082008481025696,2.0682432999965386,36.46872043609619,3.0372583999997005
27,"A seaside festival begins at dusk with lanterns, musicians, children dancing, fireworks over the water, fishing boats tied to the pier, vendors selling fruit, and a painter capturing the scene while waves shimmer under purple clouds near a wooden stage covered with flowers ribbons drums and glowing paper stars tonight.",50,34,6,2,4,3,2,1,0,0,0.3888888888888889,0.0,0.9511111111111111,0.5051111111111111,20,38.2255494594574,0.2,38.025549459457395,20,38.2255494594574,0.0,2.2554978000043775,2.2554978000043775,0.0,True,36.826011538505554,1.1742697000008775,37.69809305667877,1.3831350000036764,38.01027238368988,1.9115881000034278,38.2255494594574,2.2554978000043775,38.70980143547058,3.593800000002375,38.58790695667267,2.647427500000049
28,"A detective office is cluttered with case files, where a woman studies a city map, a man holds a flashlight, clues cover the wall, rain streaks the window, and a clock points toward midnight as coffee steams beside photographs marked with red thread across a dusty wooden desk quietly tonight.",50,34,5,10,3,3,2,1,0,0,0.8055555555555556,0.125,0.9511111111111111,0.6155277777777778,20,34.57721471786499,0.2,34.37721471786499,8,34.8982959985733,0.321081280708313,1.3790446999992128,2.014549799998349,0.6355050999991363,True,34.8982959985733,1.3790446999992128,34.83925461769104,1.8029336999970837,34.61185693740845,1.6089594000004581,34.57721471786499,2.014549799998349,34.78306531906128,2.3170522000000346,34.775930643081665,2.3333378000024823
29,"A fantasy battle unfolds in heavy rain as a dragon flies above a castle, knights defend a bridge, archers light flaming arrows, horses rear near broken shields, and lightning reveals a wizard casting blue magic while villagers watch from stone windows beside banners torn by wind over the river below.",50,36,4,6,3,6,3,3,1,0,0.8333333333333334,0.5,0.9600000000000001,0.7526666666666667,20,37.19933032989502,0.2,36.99933032989502,8,37.26646602153778,0.06713569164276123,1.1057996000017738,1.1542969000001904,0.048497299998416565,True,37.26646602153778,1.1057996000017738,36.946845054626465,1.2401633999979822,37.314826250076294,1.490103399999498,37.19933032989502,1.1542969000001904,37.22146153450012,1.254520099995716,37.303972244262695,1.5119253000011668
30,"A futuristic classroom shows robots and children building a small rocket, posters spelling SANA on the wall, tablets glowing on desks, a teacher adjusting holographic equations, and tiny drones carrying tools between colorful experiment stations while sunlight enters through wide windows above plants wires gears notebooks and safety helmets neatly.",50,39,4,4,4,6,2,4,1,1,0.75,0.625,0.9733333333333334,0.84275,20,35.9869122505188,0.2,35.786912250518796,8,36.30352318286896,0.3166109323501587,0.6078095999982907,2.366781299999275,1.7589717000009841,True,36.30352318286896,0.6078095999982907,35.356441140174866,0.7618994000004022,36.26554310321808,0.942653899997822,35.9869122505188,2.366781299999275,35.94697415828705,3.096946499994374,36.24546229839325,1.4395457000064198
