prompt_index,prompt,selected_steps,guidance_scale,seed,height,width,elapsed_seconds,peak_vram_gb,image_path,is_first_prompt,word_count,content_word_count,comma_count,object_count,attribute_count,relation_count,spatial_relation_count,action_count,style_constraint_count,text_rendering_flag,scene_density_score,rare_concept_score,lexical_complexity_score,rule_complexity_score,clip_model_id,clip_cosine,clip_score
2,golden retriever sitting on grass beside a white garden ball,24,4.5,44,512,512,2.0395161000051303,6.979499816894531,outputs\day6_calibration_grid\02_s24_golden_retriever_sitting_on_grass_beside_a_white_garden_ball.png,False,10,8,0,2,2,2,1,1,0,0,0.2777777777777778,0.0,0.1955555555555556,0.18788888888888888,openai/clip-vit-base-patch32,0.36935603618621826,36.935603618621826
2,golden retriever sitting on grass beside a white garden ball,28,4.5,44,512,512,2.4267978000061703,6.979499816894531,outputs\day6_calibration_grid\02_s28_golden_retriever_sitting_on_grass_beside_a_white_garden_ball.png,False,10,8,0,2,2,2,1,1,0,0,0.2777777777777778,0.0,0.1955555555555556,0.18788888888888888,openai/clip-vit-base-patch32,0.3727535009384155,37.27535009384155
3,blue sports car parked on empty road at bright noon,8,4.5,45,512,512,0.9864356000034604,6.979499816894531,outputs\day6_calibration_grid\03_s08_blue_sports_car_parked_on_empty_road_at_bright_noon.png,False,10,8,0,2,3,0,0,0,0,0,0.19444444444444445,0.0,0.1955555555555556,0.11705555555555555,openai/clip-vit-base-patch32,0.30499085783958435,30.499085783958435
3,blue sports car parked on empty road at bright noon,12,4.5,45,512,512,1.3150380999941262,6.979499816894531,outputs\day6_calibration_grid\03_s12_blue_sports_car_parked_on_empty_road_at_bright_noon.png,False,10,8,0,2,3,0,0,0,0,0,0.19444444444444445,0.0,0.1955555555555556,0.11705555555555555,openai/clip-vit-base-patch32,0.29910188913345337,29.910188913345337
3,blue sports car parked on empty road at bright noon,16,4.5,45,512,512,1.5158047000004444,6.979499816894531,outputs\day6_calibration_grid\03_s16_blue_sports_car_parked_on_empty_road_at_bright_noon.png,False,10,8,0,2,3,0,0,0,0,0,0.19444444444444445,0.0,0.1955555555555556,0.11705555555555555,openai/clip-vit-base-patch32,0.29506394267082214,29.506394267082214
3,blue sports car parked on empty road at bright noon,20,4.5,45,512,512,1.8941571999966982,6.979499816894531,outputs\day6_calibration_grid\03_s20_blue_sports_car_parked_on_empty_road_at_bright_noon.png,False,10,8,0,2,3,0,0,0,0,0,0.19444444444444445,0.0,0.1955555555555556,0.11705555555555555,openai/clip-vit-base-patch32,0.29935193061828613,29.935193061828613
3,blue sports car parked on empty road at bright noon,24,4.5,45,512,512,2.2928565999973216,6.979499816894531,outputs\day6_calibration_grid\03_s24_blue_sports_car_parked_on_empty_road_at_bright_noon.png,False,10,8,0,2,3,0,0,0,0,0,0.19444444444444445,0.0,0.1955555555555556,0.11705555555555555,openai/clip-vit-base-patch32,0.29953497648239136,29.953497648239136
3,blue sports car parked on empty road at bright noon,28,4.5,45,512,512,2.6205371000032756,6.979499816894531,outputs\day6_calibration_grid\03_s28_blue_sports_car_parked_on_empty_road_at_bright_noon.png,False,10,8,0,2,3,0,0,0,0,0,0.19444444444444445,0.0,0.1955555555555556,0.11705555555555555,openai/clip-vit-base-patch32,0.3004325330257416,30.043253302574158
4,white ceramic mug steaming on kitchen counter near morning window,8,4.5,46,512,512,1.0572127999985241,6.979499816894531,outputs\day6_calibration_grid\04_s08_white_ceramic_mug_steaming_on_kitchen_counter_near_morning_windo.png,False,10,8,0,4,1,1,1,0,0,0,0.3055555555555556,0.0,0.1955555555555556,0.16983333333333334,openai/clip-vit-base-patch32,0.3445635437965393,34.45635437965393
4,white ceramic mug steaming on kitchen counter near morning window,12,4.5,46,512,512,1.330354499994428,6.979499816894531,outputs\day6_calibration_grid\04_s12_white_ceramic_mug_steaming_on_kitchen_counter_near_morning_windo.png,False,10,8,0,4,1,1,1,0,0,0,0.3055555555555556,0.0,0.1955555555555556,0.16983333333333334,openai/clip-vit-base-patch32,0.3468782901763916,34.68782901763916
4,white ceramic mug steaming on kitchen counter near morning window,16,4.5,46,512,512,1.6486433999962173,6.979499816894531,outputs\day6_calibration_grid\04_s16_white_ceramic_mug_steaming_on_kitchen_counter_near_morning_windo.png,False,10,8,0,4,1,1,1,0,0,0,0.3055555555555556,0.0,0.1955555555555556,0.16983333333333334,openai/clip-vit-base-patch32,0.36020272970199585,36.020272970199585
4,white ceramic mug steaming on kitchen counter near morning window,20,4.5,46,512,512,1.9096502000029432,6.979499816894531,outputs\day6_calibration_grid\04_s20_white_ceramic_mug_steaming_on_kitchen_counter_near_morning_windo.png,False,10,8,0,4,1,1,1,0,0,0,0.3055555555555556,0.0,0.1955555555555556,0.16983333333333334,openai/clip-vit-base-patch32,0.35949692130088806,35.949692130088806
4,white ceramic mug steaming on kitchen counter near morning window,24,4.5,46,512,512,2.2590483000021777,6.979499816894531,outputs\day6_calibration_grid\04_s24_white_ceramic_mug_steaming_on_kitchen_counter_near_morning_windo.png,False,10,8,0,4,1,1,1,0,0,0,0.3055555555555556,0.0,0.1955555555555556,0.16983333333333334,openai/clip-vit-base-patch32,0.3602510690689087,36.02510690689087
4,white ceramic mug steaming on kitchen counter near morning window,28,4.5,46,512,512,2.538292500001262,6.979499816894531,outputs\day6_calibration_grid\04_s28_white_ceramic_mug_steaming_on_kitchen_counter_near_morning_windo.png,False,10,8,0,4,1,1,1,0,0,0,0.3055555555555556,0.0,0.1955555555555556,0.16983333333333334,openai/clip-vit-base-patch32,0.36134323477745056,36.134323477745056
5,sunflower standing in clear glass vase beside folded linen napkin,8,4.5,47,512,512,1.0546934999947553,6.979499816894531,outputs\day6_calibration_grid\05_s08_sunflower_standing_in_clear_glass_vase_beside_folded_linen_napki.png,False,10,9,0,2,3,1,1,0,0,0,0.25,0.0,0.20000000000000004,0.1575,openai/clip-vit-base-patch32,0.37694743275642395,37.694743275642395
5,sunflower standing in clear glass vase beside folded linen napkin,12,4.5,47,512,512,1.3540376000019023,6.979499816894531,outputs\day6_calibration_grid\05_s12_sunflower_standing_in_clear_glass_vase_beside_folded_linen_napki.png,False,10,9,0,2,3,1,1,0,0,0,0.25,0.0,0.20000000000000004,0.1575,openai/clip-vit-base-patch32,0.3717060685157776,37.17060685157776
5,sunflower standing in clear glass vase beside folded linen napkin,16,4.5,47,512,512,1.7670789999974659,6.979499816894531,outputs\day6_calibration_grid\05_s16_sunflower_standing_in_clear_glass_vase_beside_folded_linen_napki.png,False,10,9,0,2,3,1,1,0,0,0,0.25,0.0,0.20000000000000004,0.1575,openai/clip-vit-base-patch32,0.3605312705039978,36.05312705039978
5,sunflower standing in clear glass vase beside folded linen napkin,20,4.5,47,512,512,1.9697532999998657,6.979499816894531,outputs\day6_calibration_grid\05_s20_sunflower_standing_in_clear_glass_vase_beside_folded_linen_napki.png,False,10,9,0,2,3,1,1,0,0,0,0.25,0.0,0.20000000000000004,0.1575,openai/clip-vit-base-patch32,0.3649657964706421,36.49657964706421
5,sunflower standing in clear glass vase beside folded linen napkin,24,4.5,47,512,512,2.2325471000003745,6.979499816894531,outputs\day6_calibration_grid\05_s24_sunflower_standing_in_clear_glass_vase_beside_folded_linen_napki.png,False,10,9,0,2,3,1,1,0,0,0,0.25,0.0,0.20000000000000004,0.1575,openai/clip-vit-base-patch32,0.36405158042907715,36.405158042907715
5,sunflower standing in clear glass vase beside folded linen napkin,28,4.5,47,512,512,2.5317600999987917,6.979499816894531,outputs\day6_calibration_grid\05_s28_sunflower_standing_in_clear_glass_vase_beside_folded_linen_napki.png,False,10,9,0,2,3,1,1,0,0,0,0.25,0.0,0.20000000000000004,0.1575,openai/clip-vit-base-patch32,0.3665505051612854,36.65505051612854
6,black bicycle leaning against brick wall after summer rain quietly,8,4.5,48,512,512,1.1114186999984668,6.979499816894531,outputs\day6_calibration_grid\06_s08_black_bicycle_leaning_against_brick_wall_after_summer_rain_quiet.png,False,10,10,0,3,1,1,0,1,0,0,0.25,0.0,0.20444444444444448,0.15905555555555556,openai/clip-vit-base-patch32,0.32889166474342346,32.889166474342346
6,black bicycle leaning against brick wall after summer rain quietly,12,4.5,48,512,512,1.3415462999982992,6.979499816894531,outputs\day6_calibration_grid\06_s12_black_bicycle_leaning_against_brick_wall_after_summer_rain_quiet.png,False,10,10,0,3,1,1,0,1,0,0,0.25,0.0,0.20444444444444448,0.15905555555555556,openai/clip-vit-base-patch32,0.3198111057281494,31.98111057281494
6,black bicycle leaning against brick wall after summer rain quietly,16,4.5,48,512,512,1.7524869999979273,6.979499816894531,outputs\day6_calibration_grid\06_s16_black_bicycle_leaning_against_brick_wall_after_summer_rain_quiet.png,False,10,10,0,3,1,1,0,1,0,0,0.25,0.0,0.20444444444444448,0.15905555555555556,openai/clip-vit-base-patch32,0.31969374418258667,31.969374418258667
6,black bicycle leaning against brick wall after summer rain quietly,20,4.5,48,512,512,1.9423482999991393,6.979499816894531,outputs\day6_calibration_grid\06_s20_black_bicycle_leaning_against_brick_wall_after_summer_rain_quiet.png,False,10,10,0,3,1,1,0,1,0,0,0.25,0.0,0.20444444444444448,0.15905555555555556,openai/clip-vit-base-patch32,0.3188818097114563,31.88818097114563
6,black bicycle leaning against brick wall after summer rain quietly,24,4.5,48,512,512,2.320649900000717,6.979499816894531,outputs\day6_calibration_grid\06_s24_black_bicycle_leaning_against_brick_wall_after_summer_rain_quiet.png,False,10,10,0,3,1,1,0,1,0,0,0.25,0.0,0.20444444444444448,0.15905555555555556,openai/clip-vit-base-patch32,0.3223320245742798,32.23320245742798
6,black bicycle leaning against brick wall after summer rain quietly,28,4.5,48,512,512,2.5587758000037866,6.979499816894531,outputs\day6_calibration_grid\06_s28_black_bicycle_leaning_against_brick_wall_after_summer_rain_quiet.png,False,10,10,0,3,1,1,0,1,0,0,0.25,0.0,0.20444444444444448,0.15905555555555556,openai/clip-vit-base-patch32,0.3210967779159546,32.10967779159546
7,chocolate cake slice on porcelain plate with silver fork nearby,8,4.5,49,512,512,1.0104447999983677,6.979499816894531,outputs\day6_calibration_grid\07_s08_chocolate_cake_slice_on_porcelain_plate_with_silver_fork_nearby.png,False,10,8,0,2,1,0,0,0,0,0,0.1388888888888889,0.0,0.1955555555555556,0.10316666666666667,openai/clip-vit-base-patch32,0.32228466868400574,32.228466868400574
7,chocolate cake slice on porcelain plate with silver fork nearby,12,4.5,49,512,512,1.3632928999941214,6.979499816894531,outputs\day6_calibration_grid\07_s12_chocolate_cake_slice_on_porcelain_plate_with_silver_fork_nearby.png,False,10,8,0,2,1,0,0,0,0,0,0.1388888888888889,0.0,0.1955555555555556,0.10316666666666667,openai/clip-vit-base-patch32,0.3185882568359375,31.85882568359375
7,chocolate cake slice on porcelain plate with silver fork nearby,16,4.5,49,512,512,1.4795671999963815,6.979499816894531,outputs\day6_calibration_grid\07_s16_chocolate_cake_slice_on_porcelain_plate_with_silver_fork_nearby.png,False,10,8,0,2,1,0,0,0,0,0,0.1388888888888889,0.0,0.1955555555555556,0.10316666666666667,openai/clip-vit-base-patch32,0.32562366127967834,32.562366127967834
7,chocolate cake slice on porcelain plate with silver fork nearby,20,4.5,49,512,512,1.9566333000038867,6.979499816894531,outputs\day6_calibration_grid\07_s20_chocolate_cake_slice_on_porcelain_plate_with_silver_fork_nearby.png,False,10,8,0,2,1,0,0,0,0,0,0.1388888888888889,0.0,0.1955555555555556,0.10316666666666667,openai/clip-vit-base-patch32,0.3128839433193207,31.288394331932068
7,chocolate cake slice on porcelain plate with silver fork nearby,24,4.5,49,512,512,2.174722200004908,6.979499816894531,outputs\day6_calibration_grid\07_s24_chocolate_cake_slice_on_porcelain_plate_with_silver_fork_nearby.png,False,10,8,0,2,1,0,0,0,0,0,0.1388888888888889,0.0,0.1955555555555556,0.10316666666666667,openai/clip-vit-base-patch32,0.31550151109695435,31.550151109695435
7,chocolate cake slice on porcelain plate with silver fork nearby,28,4.5,49,512,512,2.602729800004454,6.979499816894531,outputs\day6_calibration_grid\07_s28_chocolate_cake_slice_on_porcelain_plate_with_silver_fork_nearby.png,False,10,8,0,2,1,0,0,0,0,0,0.1388888888888889,0.0,0.1955555555555556,0.10316666666666667,openai/clip-vit-base-patch32,0.3156621754169464,31.56621754169464
8,green backpack hanging from classroom chair under fluorescent lights quietly,8,4.5,50,512,512,1.1877534999948693,6.979499816894531,outputs\day6_calibration_grid\08_s08_green_backpack_hanging_from_classroom_chair_under_fluorescent_li.png,False,10,8,0,3,1,2,1,1,0,0,0.3055555555555556,0.125,0.1955555555555556,0.20108333333333334,openai/clip-vit-base-patch32,0.3433429002761841,34.33429002761841
8,green backpack hanging from classroom chair under fluorescent lights quietly,12,4.5,50,512,512,1.3502901000028942,6.979499816894531,outputs\day6_calibration_grid\08_s12_green_backpack_hanging_from_classroom_chair_under_fluorescent_li.png,False,10,8,0,3,1,2,1,1,0,0,0.3055555555555556,0.125,0.1955555555555556,0.20108333333333334,openai/clip-vit-base-patch32,0.3770328760147095,37.70328760147095
8,green backpack hanging from classroom chair under fluorescent lights quietly,16,4.5,50,512,512,1.742846000001009,6.979499816894531,outputs\day6_calibration_grid\08_s16_green_backpack_hanging_from_classroom_chair_under_fluorescent_li.png,False,10,8,0,3,1,2,1,1,0,0,0.3055555555555556,0.125,0.1955555555555556,0.20108333333333334,openai/clip-vit-base-patch32,0.3831065893173218,38.31065893173218
8,green backpack hanging from classroom chair under fluorescent lights quietly,20,4.5,50,512,512,2.41159830000106,6.979499816894531,outputs\day6_calibration_grid\08_s20_green_backpack_hanging_from_classroom_chair_under_fluorescent_li.png,False,10,8,0,3,1,2,1,1,0,0,0.3055555555555556,0.125,0.1955555555555556,0.20108333333333334,openai/clip-vit-base-patch32,0.381231427192688,38.1231427192688
8,green backpack hanging from classroom chair under fluorescent lights quietly,24,4.5,50,512,512,2.175682000000961,6.979499816894531,outputs\day6_calibration_grid\08_s24_green_backpack_hanging_from_classroom_chair_under_fluorescent_li.png,False,10,8,0,3,1,2,1,1,0,0,0.3055555555555556,0.125,0.1955555555555556,0.20108333333333334,openai/clip-vit-base-patch32,0.3825550675392151,38.25550675392151
8,green backpack hanging from classroom chair under fluorescent lights quietly,28,4.5,50,512,512,2.3421270999970147,6.979499816894531,outputs\day6_calibration_grid\08_s28_green_backpack_hanging_from_classroom_chair_under_fluorescent_li.png,False,10,8,0,3,1,2,1,1,0,0,0.3055555555555556,0.125,0.1955555555555556,0.20108333333333334,openai/clip-vit-base-patch32,0.3846374750137329,38.46374750137329
9,white sailboat drifting across calm lake during golden sunset alone,8,4.5,51,512,512,0.7215562999990652,6.979499816894531,outputs\day6_calibration_grid\09_s08_white_sailboat_drifting_across_calm_lake_during_golden_sunset_al.png,False,10,10,0,2,3,2,1,1,0,0,0.3055555555555556,0.0,0.20444444444444448,0.19794444444444445,openai/clip-vit-base-patch32,0.3517688512802124,35.17688512802124
9,white sailboat drifting across calm lake during golden sunset alone,12,4.5,51,512,512,0.7882712999999058,6.979499816894531,outputs\day6_calibration_grid\09_s12_white_sailboat_drifting_across_calm_lake_during_golden_sunset_al.png,False,10,10,0,2,3,2,1,1,0,0,0.3055555555555556,0.0,0.20444444444444448,0.19794444444444445,openai/clip-vit-base-patch32,0.34408897161483765,34.408897161483765
9,white sailboat drifting across calm lake during golden sunset alone,16,4.5,51,512,512,0.9271257000000332,6.979499816894531,outputs\day6_calibration_grid\09_s16_white_sailboat_drifting_across_calm_lake_during_golden_sunset_al.png,False,10,10,0,2,3,2,1,1,0,0,0.3055555555555556,0.0,0.20444444444444448,0.19794444444444445,openai/clip-vit-base-patch32,0.3435342013835907,34.35342013835907
9,white sailboat drifting across calm lake during golden sunset alone,20,4.5,51,512,512,1.140996999994968,6.979499816894531,outputs\day6_calibration_grid\09_s20_white_sailboat_drifting_across_calm_lake_during_golden_sunset_al.png,False,10,10,0,2,3,2,1,1,0,0,0.3055555555555556,0.0,0.20444444444444448,0.19794444444444445,openai/clip-vit-base-patch32,0.3444634974002838,34.44634974002838
9,white sailboat drifting across calm lake during golden sunset alone,24,4.5,51,512,512,1.3087127000035252,6.979499816894531,outputs\day6_calibration_grid\09_s24_white_sailboat_drifting_across_calm_lake_during_golden_sunset_al.png,False,10,10,0,2,3,2,1,1,0,0,0.3055555555555556,0.0,0.20444444444444448,0.19794444444444445,openai/clip-vit-base-patch32,0.34317293763160706,34.317293763160706
9,white sailboat drifting across calm lake during golden sunset alone,28,4.5,51,512,512,1.497025600001507,6.979499816894531,outputs\day6_calibration_grid\09_s28_white_sailboat_drifting_across_calm_lake_during_golden_sunset_al.png,False,10,10,0,2,3,2,1,1,0,0,0.3055555555555556,0.0,0.20444444444444448,0.19794444444444445,openai/clip-vit-base-patch32,0.3431285619735718,34.31285619735718
10,red sneakers placed on concrete floor beside gym lockers neatly,8,4.5,52,512,512,0.6228429999973741,6.979499816894531,outputs\day6_calibration_grid\10_s08_red_sneakers_placed_on_concrete_floor_beside_gym_lockers_neatly.png,False,10,9,0,2,1,1,1,0,0,0,0.19444444444444445,0.0,0.20000000000000004,0.1436111111111111,openai/clip-vit-base-patch32,0.33623361587524414,33.623361587524414
10,red sneakers placed on concrete floor beside gym lockers neatly,12,4.5,52,512,512,0.7824466999954893,6.979499816894531,outputs\day6_calibration_grid\10_s12_red_sneakers_placed_on_concrete_floor_beside_gym_lockers_neatly.png,False,10,9,0,2,1,1,1,0,0,0,0.19444444444444445,0.0,0.20000000000000004,0.1436111111111111,openai/clip-vit-base-patch32,0.34335601329803467,34.33560132980347
10,red sneakers placed on concrete floor beside gym lockers neatly,16,4.5,52,512,512,1.794404599997506,6.979499816894531,outputs\day6_calibration_grid\10_s16_red_sneakers_placed_on_concrete_floor_beside_gym_lockers_neatly.png,False,10,9,0,2,1,1,1,0,0,0,0.19444444444444445,0.0,0.20000000000000004,0.1436111111111111,openai/clip-vit-base-patch32,0.3486570715904236,34.86570715904236
10,red sneakers placed on concrete floor beside gym lockers neatly,20,4.5,52,512,512,3.119211600002018,6.979499816894531,outputs\day6_calibration_grid\10_s20_red_sneakers_placed_on_concrete_floor_beside_gym_lockers_neatly.png,False,10,9,0,2,1,1,1,0,0,0,0.19444444444444445,0.0,0.20000000000000004,0.1436111111111111,openai/clip-vit-base-patch32,0.3504387438297272,35.04387438297272
10,red sneakers placed on concrete floor beside gym lockers neatly,24,4.5,52,512,512,1.4330678000042099,6.979499816894531,outputs\day6_calibration_grid\10_s24_red_sneakers_placed_on_concrete_floor_beside_gym_lockers_neatly.png,False,10,9,0,2,1,1,1,0,0,0,0.19444444444444445,0.0,0.20000000000000004,0.1436111111111111,openai/clip-vit-base-patch32,0.34938305616378784,34.938305616378784
10,red sneakers placed on concrete floor beside gym lockers neatly,28,4.5,52,512,512,1.656355799997982,6.979499816894531,outputs\day6_calibration_grid\10_s28_red_sneakers_placed_on_concrete_floor_beside_gym_lockers_neatly.png,False,10,9,0,2,1,1,1,0,0,0,0.19444444444444445,0.0,0.20000000000000004,0.1436111111111111,openai/clip-vit-base-patch32,0.3492427170276642,34.92427170276642
11,"A robot chef cooks pasta in a modern kitchen, steam rising from the pan, stainless tools hanging nearby, warm cinematic lighting, and a curious child watching from the doorway quietly.",8,4.5,53,512,512,0.6030973000015365,6.979499816894531,outputs\day6_calibration_grid\11_s08_a_robot_chef_cooks_pasta_in_a_modern_kitchen_steam_rising_from_t.png,False,30,21,4,3,3,4,0,4,1,0,0.5555555555555556,0.0,0.5733333333333334,0.47288888888888886,openai/clip-vit-base-patch32,0.40530937910079956,40.530937910079956
11,"A robot chef cooks pasta in a modern kitchen, steam rising from the pan, stainless tools hanging nearby, warm cinematic lighting, and a curious child watching from the doorway quietly.",12,4.5,53,512,512,0.791195499994501,6.979499816894531,outputs\day6_calibration_grid\11_s12_a_robot_chef_cooks_pasta_in_a_modern_kitchen_steam_rising_from_t.png,False,30,21,4,3,3,4,0,4,1,0,0.5555555555555556,0.0,0.5733333333333334,0.47288888888888886,openai/clip-vit-base-patch32,0.3970909118652344,39.70909118652344
11,"A robot chef cooks pasta in a modern kitchen, steam rising from the pan, stainless tools hanging nearby, warm cinematic lighting, and a curious child watching from the doorway quietly.",16,4.5,53,512,512,0.9715620000060881,6.979499816894531,outputs\day6_calibration_grid\11_s16_a_robot_chef_cooks_pasta_in_a_modern_kitchen_steam_rising_from_t.png,False,30,21,4,3,3,4,0,4,1,0,0.5555555555555556,0.0,0.5733333333333334,0.47288888888888886,openai/clip-vit-base-patch32,0.3985994756221771,39.85994756221771
11,"A robot chef cooks pasta in a modern kitchen, steam rising from the pan, stainless tools hanging nearby, warm cinematic lighting, and a curious child watching from the doorway quietly.",20,4.5,53,512,512,3.5475947999948403,6.979499816894531,outputs\day6_calibration_grid\11_s20_a_robot_chef_cooks_pasta_in_a_modern_kitchen_steam_rising_from_t.png,False,30,21,4,3,3,4,0,4,1,0,0.5555555555555556,0.0,0.5733333333333334,0.47288888888888886,openai/clip-vit-base-patch32,0.39259523153305054,39.259523153305054
11,"A robot chef cooks pasta in a modern kitchen, steam rising from the pan, stainless tools hanging nearby, warm cinematic lighting, and a curious child watching from the doorway quietly.",24,4.5,53,512,512,1.5595790000006673,6.979499816894531,outputs\day6_calibration_grid\11_s24_a_robot_chef_cooks_pasta_in_a_modern_kitchen_steam_rising_from_t.png,False,30,21,4,3,3,4,0,4,1,0,0.5555555555555556,0.0,0.5733333333333334,0.47288888888888886,openai/clip-vit-base-patch32,0.3928857445716858,39.28857445716858
11,"A robot chef cooks pasta in a modern kitchen, steam rising from the pan, stainless tools hanging nearby, warm cinematic lighting, and a curious child watching from the doorway quietly.",28,4.5,53,512,512,1.434128699998837,6.979499816894531,outputs\day6_calibration_grid\11_s28_a_robot_chef_cooks_pasta_in_a_modern_kitchen_steam_rising_from_t.png,False,30,21,4,3,3,4,0,4,1,0,0.5555555555555556,0.0,0.5733333333333334,0.47288888888888886,openai/clip-vit-base-patch32,0.39036303758621216,39.036303758621216
12,"A cozy bedroom glows with warm sunset light through a large window, with folded blankets, potted plants, framed photos, and a small desk ready for reading beside tea and pencils.",8,4.5,54,512,512,0.5454733000005945,6.979499816894531,outputs\day6_calibration_grid\12_s08_a_cozy_bedroom_glows_with_warm_sunset_light_through_a_large_wind.png,False,30,21,4,2,4,2,1,1,0,0,0.3333333333333333,0.0,0.5733333333333334,0.33399999999999996,openai/clip-vit-base-patch32,0.38065046072006226,38.065046072006226
12,"A cozy bedroom glows with warm sunset light through a large window, with folded blankets, potted plants, framed photos, and a small desk ready for reading beside tea and pencils.",12,4.5,54,512,512,0.7244953999979771,6.979499816894531,outputs\day6_calibration_grid\12_s12_a_cozy_bedroom_glows_with_warm_sunset_light_through_a_large_wind.png,False,30,21,4,2,4,2,1,1,0,0,0.3333333333333333,0.0,0.5733333333333334,0.33399999999999996,openai/clip-vit-base-patch32,0.3931732773780823,39.31732773780823
12,"A cozy bedroom glows with warm sunset light through a large window, with folded blankets, potted plants, framed photos, and a small desk ready for reading beside tea and pencils.",16,4.5,54,512,512,0.917492399996263,6.979499816894531,outputs\day6_calibration_grid\12_s16_a_cozy_bedroom_glows_with_warm_sunset_light_through_a_large_wind.png,False,30,21,4,2,4,2,1,1,0,0,0.3333333333333333,0.0,0.5733333333333334,0.33399999999999996,openai/clip-vit-base-patch32,0.3943970203399658,39.43970203399658
12,"A cozy bedroom glows with warm sunset light through a large window, with folded blankets, potted plants, framed photos, and a small desk ready for reading beside tea and pencils.",20,4.5,54,512,512,1.148482700002205,6.979499816894531,outputs\day6_calibration_grid\12_s20_a_cozy_bedroom_glows_with_warm_sunset_light_through_a_large_wind.png,False,30,21,4,2,4,2,1,1,0,0,0.3333333333333333,0.0,0.5733333333333334,0.33399999999999996,openai/clip-vit-base-patch32,0.392966628074646,39.2966628074646
