prompt_index,method,prompt,image_path,elapsed_seconds,peak_vram_gb,reference_clip_similarity,prompt_clipscore,subject_prompt_clipscore,delta_reference_vs_base,delta_subject_prompt_vs_base
2,clean_captioned_lora_scale_1_25,"a front view product photo of zzmearphone black over-ear headphones, symmetrical headband, large round ear cups, matte black plastic, soft studio lighting, plain gray background",outputs\day5_lora_subject_validation_clean_captioned_scale1_25\02_a_front_view_product_photo_of_zzmearphone_black_over_ear_headpho.png,1.433575600007316,6.991035461425781,86.83703541755676,32.10517168045044,31.79342746734619,1.171112060546875,2.4102002382278442
3,clean_captioned_lora_scale_1_25,"a three-quarter angle product photo of zzmearphone black over-ear headphones on a wooden desk, visible padded headband, oval ear cushions, realistic photography, warm window light",outputs\day5_lora_subject_validation_clean_captioned_scale1_25\03_a_three_quarter_angle_product_photo_of_zzmearphone_black_over_ea.png,1.43424970000342,6.991035461425781,83.67730379104614,32.758599519729614,27.586036920547485,-1.3355135917663574,-0.8968859910964966
4,clean_captioned_lora_scale_1_25,"a close-up macro photo of zzmearphone black over-ear headphones showing textured ear cushions, metal hinge details, black headband padding, shallow depth of field",outputs\day5_lora_subject_validation_clean_captioned_scale1_25\04_a_close_up_macro_photo_of_zzmearphone_black_over_ear_headphones_.png,1.448054400010733,6.991035461425781,83.92475843429565,30.951973795890808,29.24242615699768,0.8444666862487793,1.6548752784729004
5,clean_captioned_lora_scale_1_25,"a premium advertisement render of zzmearphone black over-ear headphones floating on a dark background, blue rim light, centered object, clean silhouette, glossy black finish",outputs\day5_lora_subject_validation_clean_captioned_scale1_25\05_a_premium_advertisement_render_of_zzmearphone_black_over_ear_hea.png,1.386526699992828,6.991035461425781,82.21075534820557,35.659319162368774,28.455621004104614,1.7356693744659424,0.8323967456817627
6,clean_captioned_lora_scale_1_25,"a realistic lifestyle photo of zzmearphone black over-ear headphones beside a silver laptop, unobstructed on the desk, large ear cups clearly visible, morning light",outputs\day5_lora_subject_validation_clean_captioned_scale1_25\06_a_realistic_lifestyle_photo_of_zzmearphone_black_over_ear_headph.png,1.3877440000069328,6.991035461425781,78.23630571365356,30.814477801322937,26.002907752990723,0.070953369140625,0.878596305847168
7,clean_captioned_lora_scale_1_25,"a catalog product photo of zzmearphone black over-ear headphones on a simple stand, full object visible, padded headband, black cushions, neutral background",outputs\day5_lora_subject_validation_clean_captioned_scale1_25\07_a_catalog_product_photo_of_zzmearphone_black_over_ear_headphones.png,1.4025358999933815,6.991035461425781,85.38855314254761,34.60111618041992,29.520267248153687,-0.1883983612060547,1.5484094619750977
8,clean_captioned_lora_scale_1_25,"a clean exploded-view product render of zzmearphone black over-ear headphones, separated ear cups and headband parts, black cushions, small hardware details, white background",outputs\day5_lora_subject_validation_clean_captioned_scale1_25\08_a_clean_exploded_view_product_render_of_zzmearphone_black_over_e.png,1.4274943000054918,6.991035461425781,79.1427493095398,35.35342514514923,29.01739478111267,-6.470882892608643,-2.013731002807617
1,clean_captioned_lora_scale_1_5,"a centered studio product photo of zzmearphone black over-ear headphones with large oval ear cups, a padded headband, black leather cushions, isolated on a clean white table, sharp focus",outputs\day5_lora_subject_validation_clean_captioned_scale1_5\01_a_centered_studio_product_photo_of_zzmearphone_black_over_ear_he.png,3.063135300006252,6.991035461425781,86.54160499572754,31.006747484207153,28.825724124908447,0.8574247360229492,-1.8641561269760132
2,clean_captioned_lora_scale_1_5,"a front view product photo of zzmearphone black over-ear headphones, symmetrical headband, large round ear cups, matte black plastic, soft studio lighting, plain gray background",outputs\day5_lora_subject_validation_clean_captioned_scale1_5\02_a_front_view_product_photo_of_zzmearphone_black_over_ear_headpho.png,1.4258238000038546,6.991035461425781,85.9879732131958,33.193862438201904,32.4798047542572,0.3220498561859131,3.096577525138855
3,clean_captioned_lora_scale_1_5,"a three-quarter angle product photo of zzmearphone black over-ear headphones on a wooden desk, visible padded headband, oval ear cushions, realistic photography, warm window light",outputs\day5_lora_subject_validation_clean_captioned_scale1_5\03_a_three_quarter_angle_product_photo_of_zzmearphone_black_over_ea.png,1.432433999987552,6.991035461425781,75.18138885498047,31.87376856803894,25.26456117630005,-9.831428527832031,-3.218361735343933
4,clean_captioned_lora_scale_1_5,"a close-up macro photo of zzmearphone black over-ear headphones showing textured ear cushions, metal hinge details, black headband padding, shallow depth of field",outputs\day5_lora_subject_validation_clean_captioned_scale1_5\04_a_close_up_macro_photo_of_zzmearphone_black_over_ear_headphones_.png,1.4430804000003263,6.991035461425781,84.7491979598999,31.550884246826172,28.82160246372223,1.6689062118530273,1.2340515851974487
5,clean_captioned_lora_scale_1_5,"a premium advertisement render of zzmearphone black over-ear headphones floating on a dark background, blue rim light, centered object, clean silhouette, glossy black finish",outputs\day5_lora_subject_validation_clean_captioned_scale1_5\05_a_premium_advertisement_render_of_zzmearphone_black_over_ear_hea.png,1.4322212999977637,6.991035461425781,79.97646927833557,34.42132771015167,27.534174919128418,-0.49861669540405273,-0.0890493392944336
6,clean_captioned_lora_scale_1_5,"a realistic lifestyle photo of zzmearphone black over-ear headphones beside a silver laptop, unobstructed on the desk, large ear cups clearly visible, morning light",outputs\day5_lora_subject_validation_clean_captioned_scale1_5\06_a_realistic_lifestyle_photo_of_zzmearphone_black_over_ear_headph.png,1.4322610000090208,6.991035461425781,78.28099131584167,28.379184007644653,26.781731843948364,0.11563897132873535,1.6574203968048096
7,clean_captioned_lora_scale_1_5,"a catalog product photo of zzmearphone black over-ear headphones on a simple stand, full object visible, padded headband, black cushions, neutral background",outputs\day5_lora_subject_validation_clean_captioned_scale1_5\07_a_catalog_product_photo_of_zzmearphone_black_over_ear_headphones.png,1.4176769999903627,6.991035461425781,84.488844871521,34.26069617271423,29.49332594871521,-1.088106632232666,1.521468162536621
8,clean_captioned_lora_scale_1_5,"a clean exploded-view product render of zzmearphone black over-ear headphones, separated ear cups and headband parts, black cushions, small hardware details, white background",outputs\day5_lora_subject_validation_clean_captioned_scale1_5\08_a_clean_exploded_view_product_render_of_zzmearphone_black_over_e.png,1.4388268000038806,6.991035461425781,79.014652967453,37.33135461807251,29.968708753585815,-6.598979234695435,-1.0624170303344727
1,clean_captioned_lora_scale_1_75,"a centered studio product photo of zzmearphone black over-ear headphones with large oval ear cups, a padded headband, black leather cushions, isolated on a clean white table, sharp focus",outputs\day5_lora_subject_validation_clean_captioned_scale1_75\01_a_centered_studio_product_photo_of_zzmearphone_black_over_ear_he.png,3.120511400004034,6.991035461425781,81.20526671409607,32.085439562797546,29.745200276374817,-4.4789135456085205,-0.9446799755096436
2,clean_captioned_lora_scale_1_75,"a front view product photo of zzmearphone black over-ear headphones, symmetrical headband, large round ear cups, matte black plastic, soft studio lighting, plain gray background",outputs\day5_lora_subject_validation_clean_captioned_scale1_75\02_a_front_view_product_photo_of_zzmearphone_black_over_ear_headpho.png,1.4516937000007601,6.991035461425781,76.91519856452942,32.10674822330475,30.98543882369995,-8.750724792480469,1.602211594581604
3,clean_captioned_lora_scale_1_75,"a three-quarter angle product photo of zzmearphone black over-ear headphones on a wooden desk, visible padded headband, oval ear cushions, realistic photography, warm window light",outputs\day5_lora_subject_validation_clean_captioned_scale1_75\03_a_three_quarter_angle_product_photo_of_zzmearphone_black_over_ea.png,1.4398048000002746,6.991035461425781,72.92654514312744,29.766839742660522,22.872251272201538,-12.086272239685059,-5.610671639442444
4,clean_captioned_lora_scale_1_75,"a close-up macro photo of zzmearphone black over-ear headphones showing textured ear cushions, metal hinge details, black headband padding, shallow depth of field",outputs\day5_lora_subject_validation_clean_captioned_scale1_75\04_a_close_up_macro_photo_of_zzmearphone_black_over_ear_headphones_.png,1.4426559999992605,6.991035461425781,84.72903370857239,29.611733555793762,28.02361249923706,1.6487419605255127,0.4360616207122803
5,clean_captioned_lora_scale_1_75,"a premium advertisement render of zzmearphone black over-ear headphones floating on a dark background, blue rim light, centered object, clean silhouette, glossy black finish",outputs\day5_lora_subject_validation_clean_captioned_scale1_75\05_a_premium_advertisement_render_of_zzmearphone_black_over_ear_hea.png,1.4621345999912592,6.991035461425781,79.78220582008362,36.80915832519531,28.32648456096649,-0.6928801536560059,0.7032603025436401
6,clean_captioned_lora_scale_1_75,"a realistic lifestyle photo of zzmearphone black over-ear headphones beside a silver laptop, unobstructed on the desk, large ear cups clearly visible, morning light",outputs\day5_lora_subject_validation_clean_captioned_scale1_75\06_a_realistic_lifestyle_photo_of_zzmearphone_black_over_ear_headph.png,1.4185318000090774,6.991035461425781,80.29822111129761,29.523012042045593,28.629070520401,2.132868766784668,3.5047590732574463
7,clean_captioned_lora_scale_1_75,"a catalog product photo of zzmearphone black over-ear headphones on a simple stand, full object visible, padded headband, black cushions, neutral background",outputs\day5_lora_subject_validation_clean_captioned_scale1_75\07_a_catalog_product_photo_of_zzmearphone_black_over_ear_headphones.png,1.4510302999988198,6.991035461425781,82.64922499656677,35.79017221927643,30.097901821136475,-2.9277265071868896,2.1260440349578857
8,clean_captioned_lora_scale_1_75,"a clean exploded-view product render of zzmearphone black over-ear headphones, separated ear cups and headband parts, black cushions, small hardware details, white background",outputs\day5_lora_subject_validation_clean_captioned_scale1_75\08_a_clean_exploded_view_product_render_of_zzmearphone_black_over_e.png,1.4165310000098543,6.991035461425781,76.23546123504639,37.39989995956421,28.52613627910614,-9.37817096710205,-2.504989504814148
