method,prompt_index,prompt_length_group,word_count,prompt,image_path,selected_steps,selected_guidance_scale,height,width,elapsed_seconds,peak_vram_gb,is_first_prompt,clip_cosine,clip_score
fixed_20,24,50_words,50,"A busy spaceport spreads beneath an orange sky, where two astronauts repair a rover beside a cargo ship, engineers carry tools, fuel pipes cross the landing pad, warning lights blink, and tourists photograph distant planets from behind glass while security robots guide them toward a silver observation balcony above calmly.",outputs\day2_baseline_20steps\24_a_busy_spaceport_spreads_beneath_an_orange_sky_where_two_astrona.png,20,4.5,512,512,1.6088200000012876,6.979499816894531,False,0.3189433515071869,31.89433515071869
fixed_20,25,50_words,50,"A family picnic fills a sunny park, where a child flies a kite, a dog sleeps beneath the table, balloons drift near a fountain, grandparents pour lemonade, sandwiches sit in baskets, and clouds cast soft shadows across the grass while birds circle above a blanket covered with fresh strawberries nearby.",outputs\day2_baseline_20steps\25_a_family_picnic_fills_a_sunny_park_where_a_child_flies_a_kite_a_.png,20,4.5,512,512,1.6301106000028085,6.979499816894531,False,0.38267889618873596,38.267889618873596
fixed_20,26,50_words,50,"A steampunk workshop contains brass gears, glass tubes, a robot bird, a chalkboard that says PCAS, copper lamps, scattered blueprints, and an inventor tightening a valve while sparks fly from a half built clockwork engine beside shelves packed with lenses springs tools and polished wooden boxes under smoky golden light.",outputs\day2_baseline_20steps\26_a_steampunk_workshop_contains_brass_gears_glass_tubes_a_robot_bi.png,20,4.5,512,512,1.2739813000007416,6.979499816894531,False,0.3563351631164551,35.63351631164551
fixed_20,27,50_words,50,"A seaside festival begins at dusk with lanterns, musicians, children dancing, fireworks over the water, fishing boats tied to the pier, vendors selling fruit, and a painter capturing the scene while waves shimmer under purple clouds near a wooden stage covered with flowers ribbons drums and glowing paper stars tonight.",outputs\day2_baseline_20steps\27_a_seaside_festival_begins_at_dusk_with_lanterns_musicians_childr.png,20,4.5,512,512,1.0582546000005095,6.979499816894531,False,0.382255494594574,38.2255494594574
fixed_20,28,50_words,50,"A detective office is cluttered with case files, where a woman studies a city map, a man holds a flashlight, clues cover the wall, rain streaks the window, and a clock points toward midnight as coffee steams beside photographs marked with red thread across a dusty wooden desk quietly tonight.",outputs\day2_baseline_20steps\28_a_detective_office_is_cluttered_with_case_files_where_a_woman_st.png,20,4.5,512,512,1.0514101999942795,6.979499816894531,False,0.3457721471786499,34.57721471786499
fixed_20,29,50_words,50,"A fantasy battle unfolds in heavy rain as a dragon flies above a castle, knights defend a bridge, archers light flaming arrows, horses rear near broken shields, and lightning reveals a wizard casting blue magic while villagers watch from stone windows beside banners torn by wind over the river below.",outputs\day2_baseline_20steps\29_a_fantasy_battle_unfolds_in_heavy_rain_as_a_dragon_flies_above_a.png,20,4.5,512,512,1.064619800003129,6.979499816894531,False,0.3719933032989502,37.19933032989502
fixed_20,30,50_words,50,"A futuristic classroom shows robots and children building a small rocket, posters spelling SANA on the wall, tablets glowing on desks, a teacher adjusting holographic equations, and tiny drones carrying tools between colorful experiment stations while sunlight enters through wide windows above plants wires gears notebooks and safety helmets neatly.",outputs\day2_baseline_20steps\30_a_futuristic_classroom_shows_robots_and_children_building_a_smal.png,20,4.5,512,512,2.109659900001134,6.979499816894531,False,0.359869122505188,35.9869122505188
balanced_pcas,1,10_words,10,red apple resting on wooden table under soft studio light,outputs\day3_pcas_balanced\01_short_red_apple_resting_on_wooden_table_under_soft_studio_light.png,8,4.0,512,512,3.145796800003154,6.979499816894531,True,0.3233407139778137,32.33407139778137
balanced_pcas,2,10_words,10,golden retriever sitting on grass beside a white garden ball,outputs\day3_pcas_balanced\02_short_golden_retriever_sitting_on_grass_beside_a_white_garden_ball.png,8,4.0,512,512,1.0478954999998678,6.979499816894531,False,0.3768494129180908,37.68494129180908
balanced_pcas,3,10_words,10,blue sports car parked on empty road at bright noon,outputs\day3_pcas_balanced\03_short_blue_sports_car_parked_on_empty_road_at_bright_noon.png,8,4.0,512,512,1.0776581000027363,6.979499816894531,False,0.3004923462867737,30.049234628677368
balanced_pcas,4,10_words,10,white ceramic mug steaming on kitchen counter near morning window,outputs\day3_pcas_balanced\04_short_white_ceramic_mug_steaming_on_kitchen_counter_near_morning_windo.png,8,4.0,512,512,1.0419002999988152,6.979499816894531,False,0.3542959690093994,35.42959690093994
balanced_pcas,5,10_words,10,sunflower standing in clear glass vase beside folded linen napkin,outputs\day3_pcas_balanced\05_short_sunflower_standing_in_clear_glass_vase_beside_folded_linen_napki.png,8,4.0,512,512,0.9740125000025728,6.979499816894531,False,0.3579898774623871,35.79898774623871
balanced_pcas,6,10_words,10,black bicycle leaning against brick wall after summer rain quietly,outputs\day3_pcas_balanced\06_short_black_bicycle_leaning_against_brick_wall_after_summer_rain_quiet.png,8,4.0,512,512,1.4023484000063036,6.979499816894531,False,0.33365869522094727,33.36586952209473
balanced_pcas,7,10_words,10,chocolate cake slice on porcelain plate with silver fork nearby,outputs\day3_pcas_balanced\07_short_chocolate_cake_slice_on_porcelain_plate_with_silver_fork_nearby.png,8,4.0,512,512,1.022112600003311,6.979499816894531,False,0.3152070641517639,31.52070641517639
balanced_pcas,8,10_words,10,green backpack hanging from classroom chair under fluorescent lights quietly,outputs\day3_pcas_balanced\08_short_green_backpack_hanging_from_classroom_chair_under_fluorescent_li.png,8,4.0,512,512,1.0251980000030017,6.979499816894531,False,0.3548969030380249,35.48969030380249
balanced_pcas,9,10_words,10,white sailboat drifting across calm lake during golden sunset alone,outputs\day3_pcas_balanced\09_short_white_sailboat_drifting_across_calm_lake_during_golden_sunset_al.png,8,4.0,512,512,1.1851989999995567,6.979499816894531,False,0.3522331714630127,35.22331714630127
balanced_pcas,10,10_words,10,red sneakers placed on concrete floor beside gym lockers neatly,outputs\day3_pcas_balanced\10_short_red_sneakers_placed_on_concrete_floor_beside_gym_lockers_neatly.png,8,4.0,512,512,1.1451379999998608,6.979499816894531,False,0.3374934196472168,33.74934196472168
balanced_pcas,11,30_words,30,"A robot chef cooks pasta in a modern kitchen, steam rising from the pan, stainless tools hanging nearby, warm cinematic lighting, and a curious child watching from the doorway quietly.",outputs\day3_pcas_balanced\11_medium_a_robot_chef_cooks_pasta_in_a_modern_kitchen_steam_rising_from_t.png,16,4.4,512,512,1.5675172999981442,6.979499816894531,False,0.3988931179046631,39.88931179046631
balanced_pcas,12,30_words,30,"A cozy bedroom glows with warm sunset light through a large window, with folded blankets, potted plants, framed photos, and a small desk ready for reading beside tea and pencils.",outputs\day3_pcas_balanced\12_medium_a_cozy_bedroom_glows_with_warm_sunset_light_through_a_large_wind.png,16,4.4,512,512,2.0656889000019873,6.979499816894531,False,0.39509618282318115,39.509618282318115
balanced_pcas,13,30_words,30,"A futuristic train station has glass walls, hovering signs, morning sunlight, travelers waiting on silver benches, and a sleek maglev train arriving beside platform seven with soft blue interior lights.",outputs\day3_pcas_balanced\13_medium_a_futuristic_train_station_has_glass_walls_hovering_signs_mornin.png,16,4.4,512,512,1.6631816000008257,6.979499816894531,False,0.3218145966529846,32.18145966529846
balanced_pcas,14,30_words,30,"A young astronaut plants a flag on a colorful alien planet, while crystal rocks, purple grass, two moons, and a tiny rover fill the background under pale green evening clouds.",outputs\day3_pcas_balanced\14_medium_a_young_astronaut_plants_a_flag_on_a_colorful_alien_planet_while.png,16,4.4,512,512,2.0399476000020513,6.979499816894531,False,0.37757885456085205,37.757885456085205
balanced_pcas,15,30_words,30,"A vintage camera rests on a wooden desk surrounded by travel postcards, brass coins, a notebook, warm lamplight, and an open map of Europe beside a half packed canvas bag.",outputs\day3_pcas_balanced\15_medium_a_vintage_camera_rests_on_a_wooden_desk_surrounded_by_travel_pos.png,16,4.4,512,512,2.381158600001072,6.979499816894531,False,0.3796977996826172,37.96977996826172
balanced_pcas,16,30_words,30,"A small cafe corner holds leafy plants, stacked books, a blue armchair, soft afternoon light, and a steaming cup of coffee beside a handwritten menu on the narrow wooden table.",outputs\day3_pcas_balanced\16_medium_a_small_cafe_corner_holds_leafy_plants_stacked_books_a_blue_armc.png,16,4.4,512,512,2.0610452000037185,6.979499816894531,False,0.38473576307296753,38.47357630729675
balanced_pcas,17,30_words,30,"A watercolor painting shows a mountain village beside a river, with stone bridges, red roofs, distant mist, pine trees, and tiny people walking home under a pale evening sky together.",outputs\day3_pcas_balanced\17_medium_a_watercolor_painting_shows_a_mountain_village_beside_a_river_wi.png,16,4.4,512,512,2.4591528000019025,6.979499816894531,False,0.3636326193809509,36.36326193809509
balanced_pcas,18,30_words,30,"A fantasy library rises around a spiral staircase, with floating candles, glowing books, brass ladders, velvet chairs, and a cat sleeping beneath the desk near a blue magical globe quietly.",outputs\day3_pcas_balanced\18_medium_a_fantasy_library_rises_around_a_spiral_staircase_with_floating_.png,16,4.4,512,512,1.4825818999961484,6.979499816894531,False,0.3827328383922577,38.27328383922577
balanced_pcas,19,30_words,30,"A rainy city street reflects shop windows and traffic lights, while pedestrians carry umbrellas past bicycles, food stalls, neon signs, and puddles glowing orange under a dark cinematic evening sky.",outputs\day3_pcas_balanced\19_medium_a_rainy_city_street_reflects_shop_windows_and_traffic_lights_whi.png,16,4.4,512,512,3.0840704000002006,6.979499816894531,False,0.3525564968585968,35.25564968585968
balanced_pcas,20,30_words,30,"A wooden cabin sits in a snowy forest, smoke rising from the chimney, warm windows glowing, pine branches bending, and footprints crossing the yard toward a small frozen pond nearby.",outputs\day3_pcas_balanced\20_medium_a_wooden_cabin_sits_in_a_snowy_forest_smoke_rising_from_the_chim.png,16,4.4,512,512,1.4656935000020894,6.979499816894531,False,0.31894874572753906,31.894874572753906
balanced_pcas,21,50_words,50,"A small robot holds a red umbrella beside a striped cat in front of a rainy bookstore, while the window sign says SANA, puddles reflect yellow lamps, two bicycles lean nearby, and a delivery drone hovers above the narrow street as shoppers wait under awnings during a gentle evening storm.",outputs\day3_pcas_balanced\21_long_a_small_robot_holds_a_red_umbrella_beside_a_striped_cat_in_front.png,24,4.8,512,512,2.230326900004002,6.979499816894531,False,0.3931342661380768,39.31342661380768
balanced_pcas,22,50_words,50,"A cyberpunk street market glows at midnight with crowded food stalls, neon kanji signs, rain reflections, masked shoppers, steam vents, hovering taxis, and a musician playing beside a noodle cart, while a child points at a holographic dragon above the wet plaza near a flickering red vending machine tonight outside.",outputs\day3_pcas_balanced\22_long_a_cyberpunk_street_market_glows_at_midnight_with_crowded_food_st.png,24,4.8,512,512,3.037049999998999,6.979499816894531,False,0.37396395206451416,37.396395206451416
balanced_pcas,23,50_words,50,"A medieval wizard teaches three students inside a crowded library, with glowing books floating above an oak table, candles dripping wax, a raven watching from a shelf, maps pinned to stone walls, and a silver telescope aimed at moonlight through the tall arched window behind a stack of scrolls tonight.",outputs\day3_pcas_balanced\23_long_a_medieval_wizard_teaches_three_students_inside_a_crowded_librar.png,24,4.8,512,512,1.43184630000178,6.979499816894531,False,0.3446228504180908,34.46228504180908
balanced_pcas,24,50_words,50,"A busy spaceport spreads beneath an orange sky, where two astronauts repair a rover beside a cargo ship, engineers carry tools, fuel pipes cross the landing pad, warning lights blink, and tourists photograph distant planets from behind glass while security robots guide them toward a silver observation balcony above calmly.",outputs\day3_pcas_balanced\24_long_a_busy_spaceport_spreads_beneath_an_orange_sky_where_two_astrona.png,24,4.8,512,512,1.7851043999980902,6.979499816894531,False,0.32103127241134644,32.103127241134644
balanced_pcas,25,50_words,50,"A family picnic fills a sunny park, where a child flies a kite, a dog sleeps beneath the table, balloons drift near a fountain, grandparents pour lemonade, sandwiches sit in baskets, and clouds cast soft shadows across the grass while birds circle above a blanket covered with fresh strawberries nearby.",outputs\day3_pcas_balanced\25_long_a_family_picnic_fills_a_sunny_park_where_a_child_flies_a_kite_a_.png,24,4.8,512,512,2.3435895000002347,6.979499816894531,False,0.3816467225551605,38.16467225551605
balanced_pcas,26,50_words,50,"A steampunk workshop contains brass gears, glass tubes, a robot bird, a chalkboard that says PCAS, copper lamps, scattered blueprints, and an inventor tightening a valve while sparks fly from a half built clockwork engine beside shelves packed with lenses springs tools and polished wooden boxes under smoky golden light.",outputs\day3_pcas_balanced\26_long_a_steampunk_workshop_contains_brass_gears_glass_tubes_a_robot_bi.png,24,4.8,512,512,2.0536116999937803,6.979499816894531,False,0.364337682723999,36.4337682723999
balanced_pcas,27,50_words,50,"A seaside festival begins at dusk with lanterns, musicians, children dancing, fireworks over the water, fishing boats tied to the pier, vendors selling fruit, and a painter capturing the scene while waves shimmer under purple clouds near a wooden stage covered with flowers ribbons drums and glowing paper stars tonight.",outputs\day3_pcas_balanced\27_long_a_seaside_festival_begins_at_dusk_with_lanterns_musicians_childr.png,24,4.8,512,512,2.5902552000043215,6.979499816894531,False,0.38580799102783203,38.5807991027832
balanced_pcas,28,50_words,50,"A detective office is cluttered with case files, where a woman studies a city map, a man holds a flashlight, clues cover the wall, rain streaks the window, and a clock points toward midnight as coffee steams beside photographs marked with red thread across a dusty wooden desk quietly tonight.",outputs\day3_pcas_balanced\28_long_a_detective_office_is_cluttered_with_case_files_where_a_woman_st.png,24,4.8,512,512,1.9673251999993226,6.979499816894531,False,0.34716716408729553,34.71671640872955
balanced_pcas,29,50_words,50,"A fantasy battle unfolds in heavy rain as a dragon flies above a castle, knights defend a bridge, archers light flaming arrows, horses rear near broken shields, and lightning reveals a wizard casting blue magic while villagers watch from stone windows beside banners torn by wind over the river below.",outputs\day3_pcas_balanced\29_long_a_fantasy_battle_unfolds_in_heavy_rain_as_a_dragon_flies_above_a.png,24,4.8,512,512,1.450630999999703,6.979499816894531,False,0.37425437569618225,37.425437569618225
balanced_pcas,30,50_words,50,"A futuristic classroom shows robots and children building a small rocket, posters spelling SANA on the wall, tablets glowing on desks, a teacher adjusting holographic equations, and tiny drones carrying tools between colorful experiment stations while sunlight enters through wide windows above plants wires gears notebooks and safety helmets neatly.",outputs\day3_pcas_balanced\30_long_a_futuristic_classroom_shows_robots_and_children_building_a_smal.png,24,4.8,512,512,1.3697006999937003,6.979499816894531,False,0.36359935998916626,36.359935998916626
deepseek_balanced_pcas,1,10_words,10,red apple resting on wooden table under soft studio light,outputs\day3_pcas_deepseek_balanced\01_low_red_apple_resting_on_wooden_table_under_soft_studio_light.png,8,4.0,512,512,2.345057300000917,6.979499816894531,True,0.3233407139778137,32.33407139778137
deepseek_balanced_pcas,2,10_words,10,golden retriever sitting on grass beside a white garden ball,outputs\day3_pcas_deepseek_balanced\02_medium_golden_retriever_sitting_on_grass_beside_a_white_garden_ball.png,16,4.4,512,512,0.9288630999944871,6.979499816894531,False,0.3758307695388794,37.58307695388794
deepseek_balanced_pcas,3,10_words,10,blue sports car parked on empty road at bright noon,outputs\day3_pcas_deepseek_balanced\03_low_blue_sports_car_parked_on_empty_road_at_bright_noon.png,8,4.0,512,512,0.569013599997561,6.979499816894531,False,0.3004923462867737,30.049234628677368
deepseek_balanced_pcas,4,10_words,10,white ceramic mug steaming on kitchen counter near morning window,outputs\day3_pcas_deepseek_balanced\04_medium_white_ceramic_mug_steaming_on_kitchen_counter_near_morning_windo.png,16,4.4,512,512,0.8963099000029615,6.979499816894531,False,0.36034494638442993,36.03449463844299
deepseek_balanced_pcas,5,10_words,10,sunflower standing in clear glass vase beside folded linen napkin,outputs\day3_pcas_deepseek_balanced\05_low_sunflower_standing_in_clear_glass_vase_beside_folded_linen_napki.png,8,4.0,512,512,0.5678360000019893,6.979499816894531,False,0.3579898774623871,35.79898774623871
deepseek_balanced_pcas,6,10_words,10,black bicycle leaning against brick wall after summer rain quietly,outputs\day3_pcas_deepseek_balanced\06_medium_black_bicycle_leaning_against_brick_wall_after_summer_rain_quiet.png,16,4.4,512,512,0.9369750999976532,6.979499816894531,False,0.3256800174713135,32.56800174713135
deepseek_balanced_pcas,7,10_words,10,chocolate cake slice on porcelain plate with silver fork nearby,outputs\day3_pcas_deepseek_balanced\07_low_chocolate_cake_slice_on_porcelain_plate_with_silver_fork_nearby.png,8,4.0,512,512,0.5584314000006998,6.979499816894531,False,0.3152070641517639,31.52070641517639
deepseek_balanced_pcas,8,10_words,10,green backpack hanging from classroom chair under fluorescent lights quietly,outputs\day3_pcas_deepseek_balanced\08_medium_green_backpack_hanging_from_classroom_chair_under_fluorescent_li.png,16,4.4,512,512,0.8780374999987544,6.979499816894531,False,0.3830401599407196,38.30401599407196
deepseek_balanced_pcas,9,10_words,10,white sailboat drifting across calm lake during golden sunset alone,outputs\day3_pcas_deepseek_balanced\09_low_white_sailboat_drifting_across_calm_lake_during_golden_sunset_al.png,8,4.0,512,512,0.54070540000248,6.979499816894531,False,0.3522331714630127,35.22331714630127
deepseek_balanced_pcas,10,10_words,10,red sneakers placed on concrete floor beside gym lockers neatly,outputs\day3_pcas_deepseek_balanced\10_medium_red_sneakers_placed_on_concrete_floor_beside_gym_lockers_neatly.png,16,4.4,512,512,1.4340525000006892,6.979499816894531,False,0.3472445011138916,34.72445011138916
deepseek_balanced_pcas,11,30_words,30,"A robot chef cooks pasta in a modern kitchen, steam rising from the pan, stainless tools hanging nearby, warm cinematic lighting, and a curious child watching from the doorway quietly.",outputs\day3_pcas_deepseek_balanced\11_high_a_robot_chef_cooks_pasta_in_a_modern_kitchen_steam_rising_from_t.png,22,4.8,512,512,2.186631500000658,6.979499816894531,False,0.39012134075164795,39.012134075164795
deepseek_balanced_pcas,12,30_words,30,"A cozy bedroom glows with warm sunset light through a large window, with folded blankets, potted plants, framed photos, and a small desk ready for reading beside tea and pencils.",outputs\day3_pcas_deepseek_balanced\12_medium_a_cozy_bedroom_glows_with_warm_sunset_light_through_a_large_wind.png,16,4.4,512,512,1.643871800006309,6.979499816894531,False,0.39509618282318115,39.509618282318115
deepseek_balanced_pcas,13,30_words,30,"A futuristic train station has glass walls, hovering signs, morning sunlight, travelers waiting on silver benches, and a sleek maglev train arriving beside platform seven with soft blue interior lights.",outputs\day3_pcas_deepseek_balanced\13_high_a_futuristic_train_station_has_glass_walls_hovering_signs_mornin.png,22,4.8,512,512,3.3840162999986205,6.979499816894531,False,0.3195175528526306,31.95175528526306
deepseek_balanced_pcas,14,30_words,30,"A young astronaut plants a flag on a colorful alien planet, while crystal rocks, purple grass, two moons, and a tiny rover fill the background under pale green evening clouds.",outputs\day3_pcas_deepseek_balanced\14_high_a_young_astronaut_plants_a_flag_on_a_colorful_alien_planet_while.png,22,4.8,512,512,4.319743000000017,6.979499816894531,False,0.37626051902770996,37.626051902770996
deepseek_balanced_pcas,15,30_words,30,"A vintage camera rests on a wooden desk surrounded by travel postcards, brass coins, a notebook, warm lamplight, and an open map of Europe beside a half packed canvas bag.",outputs\day3_pcas_deepseek_balanced\15_high_a_vintage_camera_rests_on_a_wooden_desk_surrounded_by_travel_pos.png,22,4.8,512,512,4.270855499999016,6.979499816894531,False,0.3778841197490692,37.78841197490692
deepseek_balanced_pcas,16,30_words,30,"A small cafe corner holds leafy plants, stacked books, a blue armchair, soft afternoon light, and a steaming cup of coffee beside a handwritten menu on the narrow wooden table.",outputs\day3_pcas_deepseek_balanced\16_high_a_small_cafe_corner_holds_leafy_plants_stacked_books_a_blue_armc.png,22,4.8,512,512,4.5383571999991545,6.979499816894531,False,0.3925524353981018,39.25524353981018
deepseek_balanced_pcas,17,30_words,30,"A watercolor painting shows a mountain village beside a river, with stone bridges, red roofs, distant mist, pine trees, and tiny people walking home under a pale evening sky together.",outputs\day3_pcas_deepseek_balanced\17_high_a_watercolor_painting_shows_a_mountain_village_beside_a_river_wi.png,22,4.8,512,512,3.874434700002894,6.979499816894531,False,0.35628679394721985,35.628679394721985
deepseek_balanced_pcas,18,30_words,30,"A fantasy library rises around a spiral staircase, with floating candles, glowing books, brass ladders, velvet chairs, and a cat sleeping beneath the desk near a blue magical globe quietly.",outputs\day3_pcas_deepseek_balanced\18_high_a_fantasy_library_rises_around_a_spiral_staircase_with_floating_.png,22,4.8,512,512,4.413404599996284,6.979499816894531,False,0.38439273834228516,38.439273834228516
